name,description,date,amount
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,12/23/10,270.59
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,12/23/10,334.54
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,12/23/10,821.51
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,12/23/10,573.19
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,12/23/10,80.32
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,12/23/10,227.07
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,1/4/11,48.83
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,1/4/11,23.19
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,1/4/11,320.7
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,1/6/11,232.51
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,1/6/11,336.15
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,1/11/11,444.41
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,1/11/11,-137.88
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,1/19/11,104.72
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,1/19/11,260.37
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,1/25/11,80.37
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,1/25/11,83.05
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,1/27/11,55.95
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,1/27/11,1415.1
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,1/27/11,818.78
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,1/27/11,740.81
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,1/27/11,87.15
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,2/8/11,77.27
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,2/8/11,160.01
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,2/8/11,39.1
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,2/8/11,40.55
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,2/8/11,127.03
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,2/8/11,505.65
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,2/8/11,12.39
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,2/8/11,181.45
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,2/8/11,77.27
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,2/8/11,407
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,2/8/11,211.47
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,2/8/11,28.1
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,2/8/11,217.88
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,2/8/11,67.55
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,2/8/11,174.94
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,2/8/11,380.62
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,2/8/11,22.09
VWR SCIENTIFIC PRODUCTS,Non-Inv Equipment,2/15/11,2647.55
VWR SCIENTIFIC PRODUCTS,Non-Inv Equipment,2/15/11,280.81
VWR SCIENTIFIC PRODUCTS,Non-Inv Equipment,2/15/11,188.03
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,2/17/11,187.07
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,2/24/11,573.08
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,2/24/11,55.56
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,2/25/11,39.69
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,3/1/11,30
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,3/1/11,93.72
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,3/1/11,1570.91
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,3/3/11,43.95
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,3/3/11,201.12
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,3/3/11,142.13
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,3/3/11,-55.29
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,3/3/11,-1.44
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,3/3/11,-2.25
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,3/3/11,686.06
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,3/10/11,238.7
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,3/10/11,51.87
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,3/10/11,442.29
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,3/10/11,30.25
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,3/10/11,32.46
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,3/17/11,-6.35
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,3/17/11,305.85
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,3/17/11,32.25
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,3/24/11,85.33
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,3/24/11,168.82
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,3/24/11,97.19
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,3/24/11,90.63
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,3/29/11,71.83
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,4/5/11,593.28
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,4/5/11,155.25
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,4/5/11,280.43
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,4/5/11,532.52
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,4/5/11,78.55
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,4/5/11,258.13
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,4/5/11,65.05
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,4/14/11,195.29
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,4/14/11,64.92
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,4/19/11,306.2
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,4/19/11,89.3
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,4/19/11,14.43
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,4/19/11,169.31
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,4/21/11,81.45
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,4/21/11,203.67
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,4/21/11,152.55
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,4/21/11,284.16
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,4/21/11,121.35
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,4/26/11,164.23
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,5/3/11,133.65
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,5/3/11,1610.93
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,5/17/11,110.91
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,5/17/11,109.05
VWR SCIENTIFIC PRODUCTS,Non-Inv Equipment,5/26/11,691.45
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,6/1/11,282.73
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,6/7/11,593.3
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,6/9/11,488.73
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,6/9/11,179.56
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,6/9/11,85.17
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,6/9/11,448.44
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,6/9/11,786.89
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,6/16/11,86.52
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,6/16/11,71.45
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,6/16/11,972
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,6/21/11,65.22
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,6/21/11,1162.06
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,6/21/11,101.35
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,6/21/11,152.08
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,6/30/11,41.61
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,7/6/11,376.27
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,7/6/11,1144.49
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,7/6/11,222.17
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,7/6/11,111.9
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,7/6/11,217.83
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,7/6/11,155.89
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,7/7/11,146.91
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,7/7/11,93.3
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,7/7/11,236.32
VWR SCIENTIFIC PRODUCTS,Non-Inv Equipment,7/12/11,1077.21
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,7/12/11,194.46
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,7/12/11,191.77
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,7/12/11,201.61
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,7/14/11,159.96
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,7/21/11,333.6
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,7/21/11,61.96
VWR SCIENTIFIC PRODUCTS,Non-Inv Equipment,7/21/11,1467.78
VWR SCIENTIFIC PRODUCTS,Non-Inv Equipment,7/21/11,349.76
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,7/21/11,54.6
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,7/26/11,395.56
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,7/26/11,36.29
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,7/26/11,146.71
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,7/26/11,2085.14
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,7/26/11,52.39
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,7/26/11,28.4
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,7/26/11,56.8
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,7/26/11,14.2
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,7/28/11,2077.64
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,7/28/11,65.74
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,7/28/11,88.23
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,7/28/11,14.2
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,7/28/11,59.07
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,8/5/11,28.18
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,8/11/11,165.45
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,8/11/11,-194.46
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,8/11/11,131.53
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,8/11/11,117.61
VWR SCIENTIFIC PRODUCTS,Non-Inv Equipment,8/16/11,381.17
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,8/18/11,223.82
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,8/18/11,249.69
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,8/18/11,324.1
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,8/18/11,213.45
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,8/18/11,297.57
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,8/18/11,1578.59
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,8/25/11,136.12
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,8/25/11,1431.09
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,8/25/11,55.41
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,8/25/11,21.44
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,8/30/11,41.62
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,9/2/10,7104.8
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,9/2/10,3103
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,9/2/10,4187.19
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,9/8/10,4299
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,9/8/10,-266.43
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,9/23/10,3131
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,9/23/10,2818.32
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,9/23/10,3978
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,9/23/10,3107.4
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,9/23/10,5438.6
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,9/30/10,1854
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,9/30/10,5693
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,10/12/10,1907
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,10/12/10,9493.44
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,10/14/10,5069.88
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,10/14/10,2512
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,10/14/10,2776.09
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,10/19/10,2826
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,10/19/10,3454
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,10/19/10,1380
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,10/19/10,1570
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,10/19/10,2355
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,10/19/10,-30
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,10/19/10,4616
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,10/19/10,3936.16
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,10/26/10,528.48
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,10/26/10,942
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,11/2/10,4772.8
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,11/2/10,6768.52
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,11/9/10,4810
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,11/11/10,6329.56
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,11/16/10,2225.04
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,11/30/10,3169.3
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,11/30/10,3149
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,11/30/10,3036
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,11/30/10,975.72
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,12/9/10,3958.1
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,12/9/10,1628.56
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,12/16/10,2912.64
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,12/16/10,521.73
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,12/16/10,7726
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,12/23/10,7081
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,12/23/10,3642.46
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,1/6/11,2088
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,1/6/11,3417
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,1/13/11,15480.2
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,1/25/11,905
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,1/25/11,1914
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,1/25/11,471
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,2/8/11,2888.8
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,2/8/11,1196.04
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,2/8/11,3791
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,2/17/11,6617
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,2/17/11,1175.92
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,2/24/11,701.43
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,2/24/11,4791.68
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,3/3/11,3687.52
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,3/3/11,990.72
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,3/8/11,3687.18
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,3/8/11,1406
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,3/15/11,2731.8
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,3/29/11,1853.32
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,3/29/11,3004.68
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,4/7/11,1908
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,4/12/11,923.84
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,4/12/11,4963.72
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,4/26/11,5361.96
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,5/17/11,2288
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,5/19/11,2086
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,5/19/11,4105
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,6/28/11,157
W & R TECHNOLOGY LLC,Other Contracted Svces/Labor,7/14/11,3564
W O BANKSTON,Classroom Supplies,12/9/10,41
W T WHITE HIGH SCHOOL,Advertising,10/12/10,1500
W W CANNON CO INC,Departmental Supplies,5/5/11,719.04
WALL STREET JOURNAL,Periodicals & Newspapers,11/18/10,398.48
WALL STREET JOURNAL,Periodicals & Newspapers,12/16/10,334
WALL STREET JOURNAL,Periodicals & Newspapers,12/16/10,149
WALL STREET JOURNAL,Periodicals & Newspapers,6/1/11,257.4
WALL STREET JOURNAL,Periodicals & Newspapers,6/7/11,409.4
WALL STREET JOURNAL,Periodicals & Newspapers,6/21/11,155.88
WALLACE WADE SPECIALTY TIRES,Maintenance Supplies,9/14/10,113.76
WALLACE WADE SPECIALTY TIRES,Repairs-Other,9/30/10,97.24
WALLACE WADE SPECIALTY TIRES,Maintenance Supplies,10/5/10,461.84
WALLACE WADE SPECIALTY TIRES,Departmental Supplies,2/17/11,292.24
WALLACE WADE SPECIALTY TIRES,Departmental Supplies,4/14/11,559.72
WALLACE WADE SPECIALTY TIRES,Departmental Supplies,4/28/11,325
WALLACE WADE SPECIALTY TIRES,Maintenance Supplies,6/2/11,375.28
WALLCUR INC,Classroom Supplies,3/31/11,69.95
WALLCUR INC,Classroom Supplies,5/12/11,69.95
WALLER & WALLER INS AGENCY INC,Accounts Payable - JTPA Student Insuranc,11/18/10,2823.65
WALLER & WALLER INS AGENCY INC,Accounts Payable - JTPA Student Insuranc,8/2/11,2843.75
WALNUT ABRAMS PLAZA,Rental/Lease-Building,9/23/10,6470.16
WALNUT ABRAMS PLAZA,Rental/Lease-Building,10/21/10,6470.16
WALNUT ABRAMS PLAZA,Rental/Lease-Building,11/18/10,6470.16
WALNUT HILL WRECKER,Other Contracted Svces/Labor,3/8/11,82.5
WALRAVEN BOOK COVER CO,Advertising,1/6/11,2505.75
WALRAVEN BOOK COVER CO,Advertising,8/2/11,20950
WALTER P MOORE AND ASSOCIATES,Service Reimb Reno A/E,12/14/10,112
WALTER P MOORE AND ASSOCIATES,Service Reimb Reno A/E,12/14/10,1750
WALTER P MOORE AND ASSOCIATES,Service Reimb Reno A/E,12/23/10,64
WALTER P MOORE AND ASSOCIATES,Renov Architects & Engrs,2/8/11,2275
WALTER P MOORE AND ASSOCIATES,Renov Architects & Engrs,2/8/11,195.7
WALTER P MOORE AND ASSOCIATES,Renov Architects & Engrs,2/17/11,2100
WALTER P MOORE AND ASSOCIATES,Service Reimb Reno A/E,2/25/11,16
WALTER P MOORE AND ASSOCIATES,Service Reimb Reno A/E,2/25/11,875
WALTER P MOORE AND ASSOCIATES,Service Reimb Reno A/E,2/25/11,1225
WALTER P MOORE AND ASSOCIATES,Renov Architects & Engrs,3/29/11,525
WALTER P MOORE AND ASSOCIATES,Renov Architects & Engrs,3/29/11,16.32
WANDA SYKES-MOORE,Guest Lecturer/Performer,11/2/10,1000
WANDA SYKES-MOORE,Guest Lecturer/Performer,3/31/11,495
"WANG EDUCATION, LLC",Guest Lecturer/Performer,12/2/10,124.1
WARD'S NATURAL SCIENCE,Non-Inv Equipment,9/2/10,250.66
WARD'S NATURAL SCIENCE,Non-Inv Equipment,9/9/10,125.33
WARD'S NATURAL SCIENCE,Classroom Supplies,9/14/10,37.86
WARD'S NATURAL SCIENCE,Classroom Supplies,9/21/10,228.14
WARD'S NATURAL SCIENCE,Classroom Supplies,9/23/10,382.2
WARD'S NATURAL SCIENCE,Non-Inv Equipment,9/28/10,242.1
WARD'S NATURAL SCIENCE,Non-Inv Equipment,9/28/10,43.77
WARD'S NATURAL SCIENCE,Non-Inv Equipment,9/28/10,20.16
WARD'S NATURAL SCIENCE,Non-Inv Equipment,9/28/10,2398
WARD'S NATURAL SCIENCE,Classroom Supplies,9/30/10,40.33
WARD'S NATURAL SCIENCE,Classroom Supplies,9/30/10,90.06
WARD'S NATURAL SCIENCE,Classroom Supplies,10/5/10,29.25
WARD'S NATURAL SCIENCE,Classroom Supplies,10/5/10,109.45
WARD'S NATURAL SCIENCE,Classroom Supplies,10/7/10,367.6
WARD'S NATURAL SCIENCE,Classroom Supplies,10/7/10,88.65
WARD'S NATURAL SCIENCE,Classroom Supplies,10/12/10,440.95
WARD'S NATURAL SCIENCE,Classroom Supplies,10/14/10,78.55
WARD'S NATURAL SCIENCE,Classroom Supplies,10/14/10,189.67
WARD'S NATURAL SCIENCE,Classroom Supplies,10/14/10,509.58
WARD'S NATURAL SCIENCE,Classroom Supplies,10/19/10,19.56
WARD'S NATURAL SCIENCE,Classroom Supplies,10/19/10,442.13
WARD'S NATURAL SCIENCE,Classroom Supplies,10/21/10,228.66
WARD'S NATURAL SCIENCE,Classroom Supplies,10/28/10,103.65
WARD'S NATURAL SCIENCE,Classroom Supplies,10/28/10,78.68
WARD'S NATURAL SCIENCE,Classroom Supplies,10/28/10,31.91
WARD'S NATURAL SCIENCE,Classroom Supplies,10/28/10,33.84
WARD'S NATURAL SCIENCE,Classroom Supplies,10/28/10,21.9
WARD'S NATURAL SCIENCE,Classroom Supplies,10/28/10,37.76
WARD'S NATURAL SCIENCE,Classroom Supplies,10/28/10,14.94
WARD'S NATURAL SCIENCE,Classroom Supplies,10/28/10,232.68
WARD'S NATURAL SCIENCE,Classroom Supplies,10/28/10,88.32
WARD'S NATURAL SCIENCE,Classroom Supplies,11/4/10,202.2
WARD'S NATURAL SCIENCE,Classroom Supplies,11/9/10,113.77
WARD'S NATURAL SCIENCE,Classroom Supplies,11/9/10,66.6
WARD'S NATURAL SCIENCE,Classroom Supplies,11/9/10,769.68
WARD'S NATURAL SCIENCE,Classroom Supplies,11/11/10,131.7
WARD'S NATURAL SCIENCE,Classroom Supplies,11/11/10,56.85
WARD'S NATURAL SCIENCE,Classroom Supplies,11/16/10,366.8
WARD'S NATURAL SCIENCE,Classroom Supplies,12/2/10,193.4
WARD'S NATURAL SCIENCE,Classroom Supplies,12/2/10,2818.64
WARD'S NATURAL SCIENCE,Classroom Supplies,12/2/10,28.2
WARD'S NATURAL SCIENCE,Classroom Supplies,12/7/10,279.65
WARD'S NATURAL SCIENCE,Classroom Supplies,12/9/10,27.49
WARD'S NATURAL SCIENCE,Classroom Supplies,12/9/10,24.16
WARD'S NATURAL SCIENCE,Classroom Supplies,12/9/10,146.28
WARD'S NATURAL SCIENCE,Classroom Supplies,12/9/10,46.86
WARD'S NATURAL SCIENCE,Classroom Supplies,12/16/10,166.82
WARD'S NATURAL SCIENCE,Classroom Supplies,12/21/10,162.06
WARD'S NATURAL SCIENCE,Classroom Supplies,12/21/10,250.66
WARD'S NATURAL SCIENCE,Classroom Supplies,12/21/10,75.38
WARD'S NATURAL SCIENCE,Classroom Supplies,1/4/11,95.48
WARD'S NATURAL SCIENCE,Classroom Supplies,1/4/11,597.93
WARD'S NATURAL SCIENCE,Classroom Supplies,1/6/11,19.91
WARD'S NATURAL SCIENCE,Classroom Supplies,1/11/11,33.93
WARD'S NATURAL SCIENCE,Classroom Supplies,1/11/11,84.96
WARD'S NATURAL SCIENCE,Classroom Supplies,1/11/11,22.45
WARD'S NATURAL SCIENCE,Classroom Supplies,1/13/11,52.8
WARD'S NATURAL SCIENCE,Classroom Supplies,1/25/11,62.69
WARD'S NATURAL SCIENCE,Classroom Supplies,1/25/11,79.94
WARD'S NATURAL SCIENCE,Clearing,1/27/11,854.91
WARD'S NATURAL SCIENCE,Classroom Supplies,2/11/11,22.1
WARD'S NATURAL SCIENCE,Classroom Supplies,2/15/11,22.24
WARD'S NATURAL SCIENCE,Classroom Supplies,2/15/11,394.72
WARD'S NATURAL SCIENCE,Classroom Supplies,2/15/11,13.55
WARD'S NATURAL SCIENCE,Classroom Supplies,2/15/11,45.62
WARD'S NATURAL SCIENCE,Classroom Supplies,2/15/11,105.93
WARD'S NATURAL SCIENCE,Classroom Supplies,2/15/11,26.32
WARD'S NATURAL SCIENCE,Classroom Supplies,2/15/11,20.22
WARD'S NATURAL SCIENCE,Classroom Supplies,2/15/11,9.83
WARD'S NATURAL SCIENCE,Classroom Supplies,2/15/11,72.93
WARD'S NATURAL SCIENCE,Classroom Supplies,2/15/11,15.88
WARD'S NATURAL SCIENCE,Classroom Supplies,2/15/11,80.04
WARD'S NATURAL SCIENCE,Classroom Supplies,2/17/11,71.16
WARD'S NATURAL SCIENCE,Classroom Supplies,2/17/11,862.2
WARD'S NATURAL SCIENCE,Classroom Supplies,2/17/11,389.43
WARD'S NATURAL SCIENCE,Classroom Supplies,2/17/11,45
WARD'S NATURAL SCIENCE,Classroom Supplies,2/22/11,18
WARD'S NATURAL SCIENCE,Classroom Supplies,2/22/11,78.29
WARD'S NATURAL SCIENCE,Classroom Supplies,2/22/11,9.4
WARD'S NATURAL SCIENCE,Classroom Supplies,2/24/11,118.85
WARD'S NATURAL SCIENCE,Classroom Supplies,2/24/11,20.8
WARD'S NATURAL SCIENCE,Classroom Supplies,2/25/11,2042.53
WARD'S NATURAL SCIENCE,Classroom Supplies,2/25/11,658.72
WARD'S NATURAL SCIENCE,Classroom Supplies,2/25/11,230.64
WARD'S NATURAL SCIENCE,Classroom Supplies,2/25/11,130.12
WARD'S NATURAL SCIENCE,Classroom Supplies,2/25/11,220.54
WARD'S NATURAL SCIENCE,Classroom Supplies,3/1/11,39.96
WARD'S NATURAL SCIENCE,Classroom Supplies,3/1/11,249.7
WARD'S NATURAL SCIENCE,Classroom Supplies,3/1/11,61.65
WARD'S NATURAL SCIENCE,Classroom Supplies,3/1/11,52.71
WARD'S NATURAL SCIENCE,Classroom Supplies,3/1/11,247.4
WARD'S NATURAL SCIENCE,Classroom Supplies,3/1/11,90.44
WARD'S NATURAL SCIENCE,Classroom Supplies,3/1/11,153.46
WARD'S NATURAL SCIENCE,Classroom Supplies,3/1/11,75.87
WARD'S NATURAL SCIENCE,Classroom Supplies,3/8/11,3261.01
WARD'S NATURAL SCIENCE,Classroom Supplies,3/8/11,10060.22
